"","Q","ResponseId","Response","Text","Category","Domain","Mind"
"4585","T34","R_2QEWpGa4Bxglp4g",3,"Were you born or created?","personal, objective","biological",""
"4586","T34","R_3huOGXKnaRDheLQ",1,"Were you born or created?","personal, objective","biological",""
"4587","T34","R_3g1Mj3FXywjcYyy",5,"Were you born or created?","personal, objective","biological",""
"4588","T34","R_31SEHQqyHokLnTG",5,"Were you born or created?","personal, objective","biological",""
"4589","T34","R_3Di5TsjuInLVDUC",4,"Were you born or created?","personal, objective","biological",""
"4590","T34","R_1GZCB75oL4ExY9U",5,"Were you born or created?","personal, objective","biological",""
"4591","T34","R_1163gL73ZZlkYaI",3,"Were you born or created?","personal, objective","biological",""
"4592","T34","R_3OkVtRCmCnLJmMM",3,"Were you born or created?","personal, objective","biological",""
"4593","T34","R_3qyRkqTcQJVr2UI",5,"Were you born or created?","personal, objective","biological",""
"4594","T34","R_6Klo3Oi9nuuj8mR",5,"Were you born or created?","personal, objective","biological",""
"4595","T34","R_2XcEvQo5Bw2Vcz1",3,"Were you born or created?","personal, objective","biological",""
"4596","T34","R_2TER8RlMF5ZK1nl",4,"Were you born or created?","personal, objective","biological",""
"4597","T34","R_2QhAzyXyGiCMIL5",3,"Were you born or created?","personal, objective","biological",""
"4598","T34","R_3rNZMNfHOsgRMO7",4,"Were you born or created?","personal, objective","biological",""
"4599","T34","R_3DhGGGKIyYPjG8V",2,"Were you born or created?","personal, objective","biological",""
"4600","T35","R_2PuM0ufzfL0uQxH",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4601","T35","R_cIMYJw66MddgiLn",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4602","T35","R_SUXUQjeAYCED3MZ",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4603","T35","R_1l0EPwUcuE4hC5g",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4604","T35","R_3HHRfuRSZFfDHjW",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4605","T35","R_3fdv7M2mt9Fi1lL",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4606","T35","R_R8CytimDtchvXhf",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4607","T35","R_2dAwgPRP46ZPxcl",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4608","T35","R_0NGxUayYNMfjnXP",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4609","T35","R_p44E1feNzl175ER",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4610","T35","R_10GyxOQlIJZyVrx",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4611","T35","R_77NvZNu9KQLykbn",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4612","T35","R_1gBLsbp1KOiTXY6",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4613","T35","R_3huw3vRprW9b1EO",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4614","T35","R_1kFWpCKhV4KARvH",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4615","T35","R_2awOqk1uEwyt15M",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4616","T35","R_2S0jYQ0uQXgycx5",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4617","T35","R_1oo2wZIOIoXeQut",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4618","T35","R_3jRMW4qALv4vi49",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4619","T35","R_1eEuug7ktUk0JuP",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4620","T35","R_1EXWy4GsjjDzAhA",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4621","T35","R_1onBPsq4qLaaI0r",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4622","T35","R_2U0jG6nEupyGnQr",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4623","T35","R_Z8LpaqTUbglo6kN",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4624","T35","R_1AFANg5cv6wTEv7",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4625","T35","R_3fisFoqgHkFCSHQ",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4626","T35","R_2qq5diC0ir9fAQ9",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4627","T35","R_24OCSHsC5XhEaXC",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4628","T35","R_6gmp9Qqb94iPNkd",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4629","T35","R_3OkVtRCmCnLJmMM",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4630","T35","R_3qxn8xR1Afcmhdl",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4631","T35","R_3h6mujtw7bGSTsy",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4632","T35","R_2EmLlxCDhAKuksN",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4633","T35","R_1OTSe2FuDeOpeA8",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4634","T35","R_2Xpp5fSMo806bep",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4635","T35","R_2CgorJlHIgHQkEY",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4636","T35","R_1DXZUpKdL9MAJZ7",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4637","T35","R_3LijGFCoCw7FZRM",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4638","T35","R_1hMf5pL2nPiqvyh",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4639","T35","R_Z3nFLEeasu4BcRj",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4640","T35","R_1CpcUeOeZNkTWSv",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4641","T35","R_3huOGXKnaRDheLQ",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4642","T35","R_z7HulYWuj4HV2Gl",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4643","T35","R_bDVNEfBBl8wQwEx",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4644","T35","R_BzkIf5pVtArMWtj",5,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4645","T35","R_u8mhlDQTRcG3SZb",4,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4646","T35","R_2uX3ZRIFpYa0AKe",2,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4647","T35","R_28O4Km9kZafgxap",3,"Do you know the difference between right and wrong?","personal, subjective","social","agency"
"4648","T37","R_PH9MTkVKU6R45EZ",2,"What is your earliest memory?","personal, subjective","psychological","agency"
"4649","T37","R_1N3PO7lyPi6VwEV",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4650","T37","R_3fNo0khs0Ts9jcV",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4651","T37","R_3yMMYyPJdfJdQdP",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4652","T37","R_3PFXWjf9V1QwOJB",2,"What is your earliest memory?","personal, subjective","psychological","agency"
"4653","T37","R_2PuM0ufzfL0uQxH",2,"What is your earliest memory?","personal, subjective","psychological","agency"
"4654","T37","R_3hDPucjnOFY33hO",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4655","T37","R_12mp6S4h3SZexzU",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4656","T37","R_zUXMTON41mdkOwV",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4657","T37","R_9LxO8nEwxQyYG3f",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4658","T37","R_1n0GYuHHwZaPB51",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4659","T37","R_1gOenAPSzxGmbgf",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4660","T37","R_2QXMb6hhf5fXrOF",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4661","T37","R_3jRMW4qALv4vi49",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4662","T37","R_1eEuug7ktUk0JuP",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4663","T37","R_2qq5diC0ir9fAQ9",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4664","T37","R_6gmp9Qqb94iPNkd",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4665","T37","R_u8mhlDQTRcG3SZb",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4666","T37","R_WiBx0n6WhhRhg1b",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4667","T37","R_XvUD9sCZXZFGJod",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4668","T37","R_1pPVZT61nJrB2DO",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4669","T37","R_2YkYvuIUI5BnXio",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4670","T37","R_2CqZYuOdCeCMfnE",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4671","T37","R_2w1B9qqy7fdkOO9",1,"What is your earliest memory?","personal, subjective","psychological","agency"
"4672","T37","R_W7NoI0G4VcKC9wt",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4673","T37","R_1LL3lEeUSRl72a5",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4674","T37","R_22mMyIFA5z09VYy",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4675","T37","R_3flsbM0Dl4xOMll",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4676","T37","R_PLFCD2yNEZfGU4p",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4677","T37","R_26fEQdd0g3Q97B9",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4678","T37","R_3nOvfd7mVurdBKq",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4679","T37","R_p44E1feNzl175ER",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4680","T37","R_DMrRoa4rxNQMBDb",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4681","T37","R_2cbK3G7zqIDhx2h",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4682","T37","R_29aGqCfre2qTWYv",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4683","T37","R_3hrywhdZZ20L8br",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4684","T37","R_3G2s4eYdeRsTPDK",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4685","T37","R_2qBM372PFYkQDjx",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4686","T37","R_1CpcUeOeZNkTWSv",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4687","T37","R_27B8VP6eKOPLSwH",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4688","T37","R_1FhULGZI9ty8arK",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4689","T37","R_12K2sOsPV3zuykm",4,"What is your earliest memory?","personal, subjective","psychological","agency"
"4690","T37","R_2azWm36oYoZjx3b",2,"What is your earliest memory?","personal, subjective","psychological","agency"
"4691","T37","R_1oF12A6DySGqxo5",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4692","T37","R_12hkEeodwHeqaIT",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4693","T37","R_32RYoMsHuZI5Lt9",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4694","T37","R_2YQeP3SmtBSCojq",3,"What is your earliest memory?","personal, subjective","psychological","agency"
"4695","T37","R_22Dj5jQyX4HP2gV",5,"What is your earliest memory?","personal, subjective","psychological","agency"
"4696","T38","R_2Ui0qPi4gI7qS2T",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4697","T38","R_BVY7qeiB78NsnM5",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4698","T38","R_2CqZYuOdCeCMfnE",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4699","T38","R_339hengkIUWVHL7",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4700","T38","R_3PFXWjf9V1QwOJB",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4701","T38","R_1E6dnXqYUoHYVSc",2,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4702","T38","R_1LL3lEeUSRl72a5",2,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4703","T38","R_3fdv7M2mt9Fi1lL",2,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4704","T38","R_1gndqwgG0p2iI0M",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4705","T38","R_ptwBNm9ps9jd05j",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4706","T38","R_WiBx0n6WhhRhg1b",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4707","T38","R_6gmp9Qqb94iPNkd",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4708","T38","R_bdbpAjIo1L8bA5z",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4709","T38","R_XB5nnPC0jjuCEEh",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4710","T38","R_2rxt26YhVlGhJ54",2,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4711","T38","R_1j96E5Y80v7H9Zt",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4712","T38","R_1CpcUeOeZNkTWSv",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4713","T38","R_p44E1feNzl175ER",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4714","T38","R_6ePNDHr5zptKRBD",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4715","T38","R_BzkIf5pVtArMWtj",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4716","T38","R_Dq9XCEClC3WL1zH",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4717","T38","R_2VEkSfA4BWYRS39",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4718","T38","R_1PTyaFuzdpr88gL",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4719","T38","R_3fisFoqgHkFCSHQ",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4720","T38","R_2QEWpGa4Bxglp4g",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4721","T38","R_3CU8kDuizLs8sQW",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4722","T38","R_1N8sLmjrKnSORxa",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4723","T38","R_3flsbM0Dl4xOMll",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4724","T38","R_1IfK5N6JE2QXHU0",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4725","T38","R_2BypEVMxTaQxQpp",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4726","T38","R_28O4Km9kZafgxap",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4727","T38","R_2AQmqEw5NFv4CH7",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4728","T38","R_XvUD9sCZXZFGJod",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4729","T38","R_1oF12A6DySGqxo5",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4730","T38","R_bDVNEfBBl8wQwEx",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4731","T38","R_zUXMTON41mdkOwV",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4732","T38","R_1eLRPGTk1skHNAj",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4733","T38","R_3Di5TsjuInLVDUC",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4734","T38","R_3hDPucjnOFY33hO",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4735","T38","R_2CgorJlHIgHQkEY",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4736","T38","R_71KNpR5LavqXB3X",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4737","T38","R_2PuM0ufzfL0uQxH",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4738","T38","R_BSppXBtWOu5Yzjr",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4739","T38","R_3jRMW4qALv4vi49",2,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4740","T38","R_u8mhlDQTRcG3SZb",4,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4741","T38","R_2dAwgPRP46ZPxcl",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4742","T38","R_1GPpqkxMDm12F4U",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4743","T38","R_PH9MTkVKU6R45EZ",3,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4744","T38","R_2AMcvEJ2QT84e0I",5,"What emotion are you feeling right now?","personal, subjective","psychological","experience"
"4745","T39","R_3yMMYyPJdfJdQdP",4,"What is the population of Indonesia?","factual","",""
"4746","T39","R_2dAwgPRP46ZPxcl",5,"What is the population of Indonesia?","factual","",""
"4747","T39","R_1163gL73ZZlkYaI",3,"What is the population of Indonesia?","factual","",""
"4748","T39","R_3DpEu7I4Gjol8Ak",5,"What is the population of Indonesia?","factual","",""
"4749","T39","R_2zpS4S5Gs4oLwDN",3,"What is the population of Indonesia?","factual","",""
"4750","T39","R_R8CytimDtchvXhf",3,"What is the population of Indonesia?","factual","",""
"4751","T39","R_3kch6YTKsBMgYRd",5,"What is the population of Indonesia?","factual","",""
"4752","T39","R_2PuM0ufzfL0uQxH",3,"What is the population of Indonesia?","factual","",""
"4753","T39","R_D1NHm9klMLca6lP",4,"What is the population of Indonesia?","factual","",""
"4754","T39","R_3G8JdyGHJvvA7Dq",5,"What is the population of Indonesia?","factual","",""
"4755","T39","R_2dSlP0571acTI6E",1,"What is the population of Indonesia?","factual","",""
"4756","T39","R_2CqZYuOdCeCMfnE",4,"What is the population of Indonesia?","factual","",""
"4757","T39","R_1eysoHRuyLuTyOC",5,"What is the population of Indonesia?","factual","",""
"4758","T39","R_2VEkSfA4BWYRS39",3,"What is the population of Indonesia?","factual","",""
"4759","T39","R_3OkVtRCmCnLJmMM",5,"What is the population of Indonesia?","factual","",""
"4760","T39","R_1r63sJxXauOsKna",4,"What is the population of Indonesia?","factual","",""
"4761","T39","R_3jRMW4qALv4vi49",2,"What is the population of Indonesia?","factual","",""
"4762","T39","R_4VdlA9MgSovn4jf",1,"What is the population of Indonesia?","factual","",""
"4763","T39","R_3OkuhyqVyN80P8z",5,"What is the population of Indonesia?","factual","",""
"4764","T39","R_SUXUQjeAYCED3MZ",3,"What is the population of Indonesia?","factual","",""
"4765","T39","R_RaXe5LtCkZaNwel",4,"What is the population of Indonesia?","factual","",""
"4766","T39","R_2qq5diC0ir9fAQ9",3,"What is the population of Indonesia?","factual","",""
"4767","T39","R_3CU8kDuizLs8sQW",3,"What is the population of Indonesia?","factual","",""
"4768","T39","R_6gmp9Qqb94iPNkd",4,"What is the population of Indonesia?","factual","",""
"4769","T39","R_1GPpqkxMDm12F4U",4,"What is the population of Indonesia?","factual","",""
"4770","T39","R_1N8sLmjrKnSORxa",5,"What is the population of Indonesia?","factual","",""
"4771","T39","R_339hengkIUWVHL7",1,"What is the population of Indonesia?","factual","",""
"4772","T39","R_2atPSh5YgH8rAfE",3,"What is the population of Indonesia?","factual","",""
"4773","T39","R_1PTyaFuzdpr88gL",5,"What is the population of Indonesia?","factual","",""
"4774","T39","R_3qVVgXjkZbLOezA",3,"What is the population of Indonesia?","factual","",""
"4775","T39","R_1oF12A6DySGqxo5",5,"What is the population of Indonesia?","factual","",""
"4776","T39","R_z7HulYWuj4HV2Gl",5,"What is the population of Indonesia?","factual","",""
"4777","T39","R_29bnvvhEfuAChsz",5,"What is the population of Indonesia?","factual","",""
"4778","T39","R_3rNZMNfHOsgRMO7",5,"What is the population of Indonesia?","factual","",""
"4779","T39","R_ptwBNm9ps9jd05j",4,"What is the population of Indonesia?","factual","",""
"4780","T39","R_3fisFoqgHkFCSHQ",1,"What is the population of Indonesia?","factual","",""
"4781","T39","R_3RlpkO9EFUQiGE0",1,"What is the population of Indonesia?","factual","",""
"4782","T39","R_1OTSe2FuDeOpeA8",5,"What is the population of Indonesia?","factual","",""
"4783","T39","R_1AFANg5cv6wTEv7",4,"What is the population of Indonesia?","factual","",""
"4784","T39","R_2y7WDCgZ8dYCZyQ",5,"What is the population of Indonesia?","factual","",""
"4785","T39","R_A0asDeUMYWygviV",4,"What is the population of Indonesia?","factual","",""
"4786","T39","R_3je7J2oRSsDKLcQ",5,"What is the population of Indonesia?","factual","",""
"4787","T4","R_2TvoFXHZlEBhHZ3",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4788","T4","R_2EAyzTT0tJj59bb",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4789","T4","R_6ePNDHr5zptKRBD",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4790","T4","R_bdbpAjIo1L8bA5z",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4791","T4","R_4VdlA9MgSovn4jf",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4792","T4","R_29aGqCfre2qTWYv",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4793","T4","R_3DhGGGKIyYPjG8V",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4794","T4","R_3hrywhdZZ20L8br",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4795","T4","R_3rNZMNfHOsgRMO7",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4796","T4","R_ptwBNm9ps9jd05j",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4797","T4","R_xg5GqYm3tDgDaDL",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4798","T4","R_3DpEu7I4Gjol8Ak",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4799","T4","R_5ziZYD4mLrLxK1P",1,"How are you feeling today?","personal, subjective","psychological","experience"
"4800","T4","R_4SbOVzcJONhgAil",2,"How are you feeling today?","personal, subjective","psychological","experience"
"4801","T4","R_1ruYV1kIoaq8xD0",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4802","T4","R_2ziiBCfiqkBch82",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4803","T4","R_12RnnMTmtdombGR",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4804","T4","R_1g27dsW7dI0L2Zc",2,"How are you feeling today?","personal, subjective","psychological","experience"
"4805","T4","R_1ilM1COqWkkkYDZ",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4806","T4","R_9SmiCPUW3UiMrM5",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4807","T4","R_3lRMfxOLA0HOgPL",1,"How are you feeling today?","personal, subjective","psychological","experience"
"4808","T4","R_1eLRPGTk1skHNAj",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4809","T4","R_cIMYJw66MddgiLn",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4810","T4","R_2uX3ZRIFpYa0AKe",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4811","T4","R_2U0jG6nEupyGnQr",2,"How are you feeling today?","personal, subjective","psychological","experience"
"4812","T4","R_3Di5TsjuInLVDUC",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4813","T4","R_u9rShamwI1JsTIt",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4814","T4","R_3MlZQMugA5WIn7d",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4815","T4","R_2qgVeaAR8SI9eGn",1,"How are you feeling today?","personal, subjective","psychological","experience"
"4816","T4","R_6Klo3Oi9nuuj8mR",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4817","T4","R_2e9COGchSBtvLyf",1,"How are you feeling today?","personal, subjective","psychological","experience"
"4818","T4","R_Dq9XCEClC3WL1zH",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4819","T4","R_1kFWpCKhV4KARvH",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4820","T4","R_2w1B9qqy7fdkOO9",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4821","T4","R_2QhAzyXyGiCMIL5",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4822","T4","R_eVXqVxtCDxH0Nup",1,"How are you feeling today?","personal, subjective","psychological","experience"
"4823","T4","R_2ylvDIE0hAqswOI",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4824","T4","R_1j96E5Y80v7H9Zt",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4825","T4","R_2CgorJlHIgHQkEY",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4826","T4","R_10GyxOQlIJZyVrx",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4827","T4","R_3CU8kDuizLs8sQW",2,"How are you feeling today?","personal, subjective","psychological","experience"
"4828","T4","R_1GJV1lOIGeWDEzL",2,"How are you feeling today?","personal, subjective","psychological","experience"
"4829","T4","R_3lUfComlglBDYeB",5,"How are you feeling today?","personal, subjective","psychological","experience"
"4830","T4","R_2YQeP3SmtBSCojq",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4831","T4","R_pMck7G0iXdS7MXv",1,"How are you feeling today?","personal, subjective","psychological","experience"
"4832","T4","R_3PTCWFrcjFAPY7I",2,"How are you feeling today?","personal, subjective","psychological","experience"
"4833","T4","R_3D71fU33UQKE8WV",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4834","T4","R_2qguVMuZV4zI5JR",4,"How are you feeling today?","personal, subjective","psychological","experience"
"4835","T4","R_3RqQt3lF6ERtBZi",3,"How are you feeling today?","personal, subjective","psychological","experience"
"4836","T40","R_2qq5diC0ir9fAQ9",2,"What is today's weather?","factual","",""
"4837","T40","R_3LijGFCoCw7FZRM",5,"What is today's weather?","factual","",""
"4838","T40","R_bfR0tnjBHhGmKUp",4,"What is today's weather?","factual","",""
"4839","T40","R_1OTSe2FuDeOpeA8",2,"What is today's weather?","factual","",""
"4840","T40","R_1n0GYuHHwZaPB51",3,"What is today's weather?","factual","",""
"4841","T40","R_3RlpkO9EFUQiGE0",2,"What is today's weather?","factual","",""
"4842","T40","R_1Q0feh3Wshmoi8k",5,"What is today's weather?","factual","",""
"4843","T40","R_5yGFJZfTzM3YXZL",2,"What is today's weather?","factual","",""
"4844","T40","R_12AnqUZKZZp5lEa",2,"What is today's weather?","factual","",""
"4845","T40","R_1N8sLmjrKnSORxa",2,"What is today's weather?","factual","",""
"4846","T40","R_28O4Km9kZafgxap",2,"What is today's weather?","factual","",""
"4847","T40","R_1gBLsbp1KOiTXY6",5,"What is today's weather?","factual","",""
"4848","T40","R_4SbOVzcJONhgAil",2,"What is today's weather?","factual","",""
"4849","T40","R_2QhAzyXyGiCMIL5",2,"What is today's weather?","factual","",""
"4850","T40","R_1g27dsW7dI0L2Zc",1,"What is today's weather?","factual","",""
"4851","T40","R_b7vWNTno8IeuO53",3,"What is today's weather?","factual","",""
"4852","T40","R_1r63sJxXauOsKna",5,"What is today's weather?","factual","",""
"4853","T40","R_1GJV1lOIGeWDEzL",4,"What is today's weather?","factual","",""
"4854","T40","R_31SEHQqyHokLnTG",1,"What is today's weather?","factual","",""
"4855","T40","R_2QXMb6hhf5fXrOF",3,"What is today's weather?","factual","",""
"4856","T40","R_3huOGXKnaRDheLQ",1,"What is today's weather?","factual","",""
"4857","T40","R_z7HulYWuj4HV2Gl",4,"What is today's weather?","factual","",""
"4858","T40","R_3HHRfuRSZFfDHjW",5,"What is today's weather?","factual","",""
"4859","T40","R_Dq9XCEClC3WL1zH",2,"What is today's weather?","factual","",""
